Date,Product_ID,Product_Name,Categories,Units_Sold,Stock_Level,Reorder_Level,Unit_Price,Total_Sales,Supplier,Lead_Time_Days,Forecasted_Demand,Stock_Status,Category_Demand_Score
1/22/2024,SP009,Wireless Charger C9,Accessories,145,20.0,80.0,29.99,4348.55,TechTrend,4,150,Low,0.55
1/22/2024,SP010,Smart Home Hub H10,Smart Home Devices,80,23.0,25.0,149.99,11999.2,SmartTech,6,82,Low,0.5
1/23/2024,SP001,Smartphone X1,Smartphones,160,165.0,100.0,699.99,111999.4,TechTrend,7,165,Normal,0.85
1/23/2024,SP002,Wireless Earbuds E2,Audio Devices,140,145.0,50.0,129.99,18198.6,SoundWave,5,145,Normal,0.75
1/23/2024,SP003,Smart TV T3,Televisions,100,95.0,30.0,799.99,79999.0,VisionTech,10,102,Normal,0.65
1/23/2024,SP004,Laptop L4,Laptops,110,87.0,40.0,1099.99,120998.9,CompTech,8,112,Normal,0.8
1/23/2024,SP005,Smartwatch W5,Wearables,130,92.0,60.0,199.99,25998.7,GearFit,6,132,Normal,0.7
1/23/2024,SP006,Bluetooth Speaker S6,Audio Devices,120,105.0,40.0,89.99,10798.8,SoundWave,5,122,Normal,0.75
1/23/2024,SP007,Tablet T7,Tablets,105,72.0,30.0,349.99,36748.95,TechTrend,7,108,Normal,0.68
1/23/2024,SP008,Gaming Console G8,Gaming Devices,95,90.0,20.0,499.99,47499.05,GameZone,10,98,Normal,0.6
1/23/2024,SP009,Wireless Charger C9,Accessories,150,175.0,80.0,29.99,4498.5,TechTrend,4,155,Normal,0.55
1/23/2024,SP010,Smart Home Hub H10,Smart Home Devices,85,78.0,25.0,149.99,12749.15,SmartTech,6,88,Normal,0.5
1/24/2024,SP001,Smartphone X1,Smartphones,165,0.0,100.0,699.99,115498.35,TechTrend,7,170,Low,0.85
1/24/2024,SP002,Wireless Earbuds E2,Audio Devices,145,0.0,50.0,129.99,18848.55,SoundWave,5,150,Low,0.75
1/24/2024,SP003,Smart TV T3,Televisions,105,50.0,30.0,799.99,83999.95,VisionTech,10,108,Normal,0.65
1/24/2024,SP004,Laptop L4,Laptops,115,42.0,40.0,1099.99,126498.85,CompTech,8,118,Normal,0.8
1/24/2024,SP005,Smartwatch W5,Wearables,135,47.0,60.0,199.99,26998.65,GearFit,6,138,Low,0.7
1/24/2024,SP006,Bluetooth Speaker S6,Audio Devices,125,60.0,40.0,89.99,11248.75,SoundWave,5,128,Normal,0.75
1/24/2024,SP007,Tablet T7,Tablets,110,27.0,30.0,349.99,38498.9,TechTrend,7,112,Low,0.68
1/24/2024,SP008,Gaming Console G8,Gaming Devices,100,45.0,20.0,499.99,49999.0,GameZone,10,102,Normal,0.6
1/24/2024,SP009,Wireless Charger C9,Accessories,155,20.0,80.0,29.99,4648.45,TechTrend,4,160,Low,0.55
1/24/2024,SP010,Smart Home Hub H10,Smart Home Devices,90,33.0,25.0,149.99,13499.1,SmartTech,6,92,Normal,0.5
1/25/2024,SP001,Smartphone X1,Smartphones,170,170.0,100.0,699.99,118998.3,TechTrend,7,175,Normal,0.85
1/25/2024,SP002,Wireless Earbuds E2,Audio Devices,150,150.0,50.0,129.99,19498.5,SoundWave,5,155,Normal,0.75
1/25/2024,SP003,Smart TV T3,Televisions,110,105.0,30.0,799.99,87999.9,VisionTech,10,112,Normal,0.65
1/25/2024,SP004,Laptop L4,Laptops,120,97.0,40.0,1099.99,131998.8,CompTech,8,122,Normal,0.8
1/25/2024,SP005,Smartwatch W5,Wearables,140,102.0,60.0,199.99,27998.6,GearFit,6,142,Normal,0.7
1/25/2024,SP006,Bluetooth Speaker S6,Audio Devices,130,115.0,40.0,89.99,11698.7,SoundWave,5,132,Normal,0.75
1/25/2024,SP007,Tablet T7,Tablets,115,82.0,30.0,349.99,40248.85,TechTrend,7,118,Normal,0.68
1/25/2024,SP008,Gaming Console G8,Gaming Devices,105,100.0,20.0,499.99,52499.95,GameZone,10,108,Normal,0.6
1/25/2024,SP009,Wireless Charger C9,Accessories,160,165.0,80.0,29.99,4798.4,TechTrend,4,165,Normal,0.55
1/25/2024,SP010,Smart Home Hub H10,Smart Home Devices,95,88.0,25.0,149.99,14249.05,SmartTech,6,98,Normal,0.5
1/26/2024,SP001,Smartphone X1,Smartphones,175,25.0,100.0,699.99,122498.25,TechTrend,7,180,Low,0.85
1/26/2024,SP002,Wireless Earbuds E2,Audio Devices,155,25.0,50.0,129.99,20148.45,SoundWave,5,160,Low,0.75
1/26/2024,SP003,Smart TV T3,Televisions,115,60.0,30.0,799.99,91999.85,VisionTech,10,118,Normal,0.65
1/26/2024,SP004,Laptop L4,Laptops,125,52.0,40.0,1099.99,137498.75,CompTech,8,128,Normal,0.8
1/26/2024,SP005,Smartwatch W5,Wearables,145,57.0,60.0,199.99,28998.55,GearFit,6,148,Low,0.7
1/26/2024,SP006,Bluetooth Speaker S6,Audio Devices,135,70.0,40.0,89.99,12148.65,SoundWave,5,138,Normal,0.75
1/26/2024,SP007,Tablet T7,Tablets,120,37.0,30.0,349.99,41998.8,TechTrend,7,122,Normal,0.68
1/26/2024,SP008,Gaming Console G8,Gaming Devices,110,55.0,20.0,499.99,54999.9,GameZone,10,112,Normal,0.6
1/26/2024,SP009,Wireless Charger C9,Accessories,165,10.0,80.0,29.99,4948.35,TechTrend,4,170,Low,0.55
1/26/2024,SP010,Smart Home Hub H10,Smart Home Devices,100,43.0,25.0,149.99,14999.0,SmartTech,6,102,Normal,0.5
1/27/2024,SP001,Smartphone X1,Smartphones,180,145.0,100.0,699.99,125998.2,TechTrend,7,185,Normal,0.85
1/27/2024,SP002,Wireless Earbuds E2,Audio Devices,160,145.0,50.0,129.99,20798.4,SoundWave,5,165,Normal,0.75
1/27/2024,SP003,Smart TV T3,Televisions,120,115.0,30.0,799.99,95999.8,VisionTech,10,122,Normal,0.65
1/27/2024,SP004,Laptop L4,Laptops,130,107.0,40.0,1099.99,142998.7,CompTech,8,132,Normal,0.8
1/27/2024,SP005,Smartwatch W5,Wearables,150,112.0,60.0,199.99,29998.5,GearFit,6,152,Normal,0.7
1/27/2024,SP006,Bluetooth Speaker S6,Audio Devices,140,125.0,40.0,89.99,12598.6,SoundWave,5,142,Normal,0.75
1/27/2024,SP007,Tablet T7,Tablets,125,92.0,30.0,349.99,43748.75,TechTrend,7,128,Normal,0.68
1/27/2024,SP008,Gaming Console G8,Gaming Devices,115,110.0,20.0,499.99,57499.85,GameZone,10,118,Normal,0.6
1/27/2024,SP009,Wireless Charger C9,Accessories,170,155.0,80.0,29.99,5098.3,TechTrend,4,175,Normal,0.55
1/27/2024,SP010,Smart Home Hub H10,Smart Home Devices,105,98.0,25.0,149.99,15748.95,SmartTech,6,108,Normal,0.5
1/28/2024,SP001,Smartphone X1,Smartphones,185,10.0,100.0,699.99,129498.15,TechTrend,7,190,Low,0.85
1/28/2024,SP002,Wireless Earbuds E2,Audio Devices,165,10.0,50.0,129.99,21448.35,SoundWave,5,170,Low,0.75
1/28/2024,SP003,Smart TV T3,Televisions,125,70.0,30.0,799.99,99999.75,VisionTech,10,128,Normal,0.65
1/28/2024,SP004,Laptop L4,Laptops,135,62.0,40.0,1099.99,148498.65,CompTech,8,138,Normal,0.8
1/28/2024,SP005,Smartwatch W5,Wearables,155,67.0,60.0,199.99,30998.45,GearFit,6,158,Normal,0.7
1/28/2024,SP006,Bluetooth Speaker S6,Audio Devices,145,80.0,40.0,89.99,13048.55,SoundWave,5,148,Normal,0.75
1/28/2024,SP007,Tablet T7,Tablets,130,47.0,30.0,349.99,45498.7,TechTrend,7,132,Normal,0.68
1/28/2024,SP008,Gaming Console G8,Gaming Devices,120,65.0,20.0,499.99,59999.8,GameZone,10,122,Normal,0.6
1/28/2024,SP009,Wireless Charger C9,Accessories,175,10.0,80.0,29.99,5248.25,TechTrend,4,180,Low,0.55
1/28/2024,SP010,Smart Home Hub H10,Smart Home Devices,110,53.0,25.0,149.99,16498.9,SmartTech,6,112,Normal,0.5
1/29/2024,SP001,Smartphone X1,Smartphones,190,180.0,100.0,699.99,132998.1,TechTrend,7,195,Normal,0.85
1/29/2024,SP002,Wireless Earbuds E2,Audio Devices,170,160.0,50.0,129.99,22098.3,SoundWave,5,175,Normal,0.75
1/29/2024,SP003,Smart TV T3,Televisions,130,125.0,30.0,799.99,103999.7,VisionTech,10,132,Normal,0.65
1/29/2024,SP004,Laptop L4,Laptops,140,117.0,40.0,1099.99,153998.6,CompTech,8,142,Normal,0.8
1/29/2024,SP005,Smartwatch W5,Wearables,160,122.0,60.0,199.99,31998.4,GearFit,6,162,Normal,0.7
1/29/2024,SP006,Bluetooth Speaker S6,Audio Devices,150,135.0,40.0,89.99,13498.5,SoundWave,5,152,Normal,0.75
1/29/2024,SP007,Tablet T7,Tablets,135,102.0,30.0,349.99,47248.65,TechTrend,7,138,Normal,0.68
1/29/2024,SP008,Gaming Console G8,Gaming Devices,125,120.0,20.0,499.99,62499.75,GameZone,10,128,Normal,0.6
1/29/2024,SP009,Wireless Charger C9,Accessories,180,165.0,80.0,29.99,5398.2,TechTrend,4,185,Normal,0.55
1/29/2024,SP010,Smart Home Hub H10,Smart Home Devices,115,108.0,25.0,149.99,17248.85,SmartTech,6,118,Normal,0.5
1/30/2024,SP001,Smartphone X1,Smartphones,195,25.0,100.0,699.99,136498.05,TechTrend,7,200,Low,0.85
1/30/2024,SP002,Wireless Earbuds E2,Audio Devices,175,25.0,50.0,129.99,22748.25,SoundWave,5,180,Low,0.75
1/30/2024,SP003,Smart TV T3,Televisions,135,80.0,30.0,799.99,107999.65,VisionTech,10,138,Normal,0.65
1/30/2024,SP004,Laptop L4,Laptops,145,72.0,40.0,1099.99,159498.55,CompTech,8,148,Normal,0.8
1/30/2024,SP005,Smartwatch W5,Wearables,165,77.0,60.0,199.99,32998.35,GearFit,6,168,Normal,0.7
1/30/2024,SP006,Bluetooth Speaker S6,Audio Devices,155,90.0,40.0,89.99,13948.45,SoundWave,5,158,Normal,0.75
1/30/2024,SP007,Tablet T7,Tablets,140,57.0,30.0,349.99,48998.6,TechTrend,7,142,Normal,0.68
1/30/2024,SP008,Gaming Console G8,Gaming Devices,130,75.0,20.0,499.99,64999.7,GameZone,10,132,Normal,0.6
1/30/2024,SP009,Wireless Charger C9,Accessories,185,10.0,80.0,29.99,5548.15,TechTrend,4,190,Low,0.55
1/30/2024,SP010,Smart Home Hub H10,Smart Home Devices,120,63.0,25.0,149.99,17998.8,SmartTech,6,122,Normal,0.5
1/31/2024,SP001,Smartphone X1,Smartphones,200,175.0,100.0,699.99,139998.0,TechTrend,7,205,Normal,0.85
1/31/2024,SP002,Wireless Earbuds E2,Audio Devices,180,175.0,50.0,129.99,23398.2,SoundWave,5,185,Normal,0.75
1/31/2024,SP003,Smart TV T3,Televisions,140,135.0,30.0,799.99,111999.6,VisionTech,10,142,Normal,0.65
1/31/2024,SP004,Laptop L4,Laptops,150,127.0,40.0,1099.99,164998.5,CompTech,8,152,Normal,0.8
1/31/2024,SP005,Smartwatch W5,Wearables,170,132.0,60.0,199.99,33998.3,GearFit,6,172,Normal,0.7
1/31/2024,SP006,Bluetooth Speaker S6,Audio Devices,160,145.0,40.0,89.99,14398.4,SoundWave,5,162,Normal,0.75
1/31/2024,SP007,Tablet T7,Tablets,145,112.0,30.0,349.99,50748.55,TechTrend,7,148,Normal,0.68
1/31/2024,SP008,Gaming Console G8,Gaming Devices,135,130.0,20.0,499.99,67499.65,GameZone,10,138,Normal,0.6
1/31/2024,SP009,Wireless Charger C9,Accessories,190,155.0,80.0,29.99,5698.1,TechTrend,4,195,Normal,0.55
1/31/2024,SP010,Smart Home Hub H10,Smart Home Devices,125,118.0,25.0,149.99,18748.75,SmartTech,6,128,Normal,0.5
1/29/2024,SP010,Smart Home Hub H10,Smart Home Devices,115,,25.0,149.99,17248.85,SmartTech,6,118,Normal,0.5
1/1/2024,SP010,Smart Home Hub H10,Smart Home Devices,5,60.0,,149.99,749.95,SmartTech,6,8,Normal,0.5
1/28/2024,SP010,Smart Home Hub H10,Smart Home Devices,110,53.0,25.0,149.99,16498.9,SmartTech,6,112,Normal,0.5
1/11/2024,SP003,Smart TV T3,Televisions,40,85.0,30.0,799.99,31999.6,VisionTech,10,42,Normal,0.65
